ID;Label
Sappa, A.D.;Sappa, A.D.
Dominguez, F.;Dominguez, F.
Granda, R.X.;Granda, R.X.
Molina, M.F.;Molina, M.F.
Hernández, J.E.;Hernández, J.E.
Magallanes, J.;Magallanes, J.
Ortiz, J.;Ortiz, J.
Albo-Canals, J.;Albo-Canals, J.
Andrade, B.;Andrade, B.
Alcivar, I.;Alcivar, I.
Pastor, M.A.;Pastor, M.A.
Casas, A.P.;Casas, A.P.
Espinosa, S.R.;Espinosa, S.R.
Chalén, T.M.;Chalén, T.M.
Viteri, J.A.;Viteri, J.A.
Jin, J.J.;Jin, J.J.
Nieves, R.R.R.;Nieves, R.R.R.
Barahona, G.V.;Barahona, G.V.
Ayala, E.B.;Ayala, E.B.
Arango Isaza, R.E.;Arango Isaza, R.E.
Jordán, C.I.;Jordán, C.I.
Moens, M.-F.;Moens, M.-F.
Cardenas, W.;Cardenas, W.
Mendieta, J.;Mendieta, J.
Arreaga, N.X.;Arreaga, N.X.
Murillo, J.;Murillo, J.
Moncayo-Estrada, R.;Moncayo-Estrada, R.
Guamán, B.;Guamán, B.
Ramchurn, S.D.;Ramchurn, S.D.
Macias, J.;Macias, J.
Atkin, J.;Atkin, J.
Tsiligianni, E.;Tsiligianni, E.
Altamirano, C.A.;Altamirano, C.A.
Cedeno, J.;Cedeno, J.
Alvarez, M.A.;Alvarez, M.A.
Loayza, K.;Loayza, K.
Nunes, J.B.C.;Nunes, J.B.C.
Gürbüz, B.;Gürbüz, B.
Vélez, J.F.;Vélez, J.F.
Vilela, P.;Vilela, P.
Fraietta, R.;Fraietta, R.
Mehta, S.;Mehta, S.
Fiallos, C.;Fiallos, C.
Acevedo Pérez, O.R.;Acevedo Pérez, O.R.
Salvachua, J.;Salvachua, J.
Yoo, C.;Yoo, C.
Finkelstein, J.L.;Finkelstein, J.L.
Ocampo, J.;Ocampo, J.
Lee, S.;Lee, S.
Gonçalves, A.P.C.;Gonçalves, A.P.C.
Mckay, T.;Mckay, T.
Hidalgo, J.I.;Hidalgo, J.I.
Alonso, G.E.;Alonso, G.E.
Aray, Y.;Aray, Y.
Baquerizo, G.;Baquerizo, G.
Polhemus, M.;Polhemus, M.
Medina, J.;Medina, J.
Valdivieso, C.;Valdivieso, C.
Cedeno, V.;Cedeno, V.
Kao, I.;Kao, I.
Oviatt, S.;Oviatt, S.
Estrada, R.;Estrada, R.
Lagomarcino, A.J.;Lagomarcino, A.J.
Concha, A.G.;Concha, A.G.
Martin, C.A.;Martin, C.A.
Regato, M.;Regato, M.
Bosnic, I.;Bosnic, I.
Ochoa, A.;Ochoa, A.
MacArini, L.A.;MacArini, L.A.
Basanta, G.;Basanta, G.
Alvia, S.V.;Alvia, S.V.
Danev, L.;Danev, L.
Campbell, R.H.;Campbell, R.H.
Pita, O.;Pita, O.
Volk, M.;Volk, M.
García-Cerezo, A.;García-Cerezo, A.
Arce, V.A.;Arce, V.A.
Buyya, R.;Buyya, R.
Alcivar-Molina, E.;Alcivar-Molina, E.
Marin-Garcia, I.;Marin-Garcia, I.
Nguyen Thi, H.T.;Nguyen Thi, H.T.
Espinoza, H.;Espinoza, H.
Carrión, R.G.;Carrión, R.G.
Romero-Arguello, J.;Romero-Arguello, J.
Vishwanath, A.;Vishwanath, A.
Marchan, L.;Marchan, L.
Berrezueta, E.;Berrezueta, E.
Nicoli, M.;Nicoli, M.
Rivas, A.L.;Rivas, A.L.
Liu, Y.;Liu, Y.
Cai, C.X.;Cai, C.X.
Ho, T.;Ho, T.
Termote, C.;Termote, C.
Rivas, A.A.A.;Rivas, A.A.A.
Cajo, R.;Cajo, R.
Mejía, R.;Mejía, R.
Thompson, W.;Thompson, W.
Barbosa Cabral, C.;Barbosa Cabral, C.
Arguello, L.;Arguello, L.
Rodríguez, J.;Rodríguez, J.
Vera, K.;Vera, K.
Mubareka, S.;Mubareka, S.
Martín, C.A.;Martín, C.A.
Carvajal, J.A.;Carvajal, J.A.
Abad, A.G.;Abad, A.G.
Braganza, S.;Braganza, S.
Rosero, S.;Rosero, S.
Molenaar, I.;Molenaar, I.
González, J.;González, J.
Rabadan, J.;Rabadan, J.
Stoitsis, G.;Stoitsis, G.
Kobayashi, A.K.;Kobayashi, A.K.
DiSalvo, B.;DiSalvo, B.
Silveira, I.F.;Silveira, I.F.
Mendieta, M.;Mendieta, M.
Aguilar, P.A.;Aguilar, P.A.
Helguero, C.G.;Helguero, C.G.
Rider, M.J.;Rider, M.J.
Buil, M.P.;Buil, M.P.
Astaiza, E.;Astaiza, E.
Vivas, M.;Vivas, M.
Barba, M.S.;Barba, M.S.
Villacis, D.M.;Villacis, D.M.
Sánchez, J.R.P.;Sánchez, J.R.P.
Gawanmeh, A.;Gawanmeh, A.
Vélez, J.;Vélez, J.
Kim, T.-S.;Kim, T.-S.
Vanrolleghem, P.A.;Vanrolleghem, P.A.
Amaya, J.L.;Amaya, J.L.
Korinek, E.V.;Korinek, E.V.
Quelal, R.;Quelal, R.
Ryan, J.S.;Ryan, J.S.
Phatak, S.S.;Phatak, S.S.
Chong, A.S.E.;Chong, A.S.E.
Gomez, R.;Gomez, R.
Puyosa, H.;Puyosa, H.
Stewart, A.M.;Stewart, A.M.
Benavides, D.A.V.;Benavides, D.A.V.
Nightingale, R.;Nightingale, R.
Ortiz, D.;Ortiz, D.
Garcia, C.;Garcia, C.
Freigoun, M.T.;Freigoun, M.T.
Fiallos, A.;Fiallos, A.
Disalvo, B.;Disalvo, B.
Deligiannis, N.;Deligiannis, N.
King, D.;King, D.
Abarca, F.L.P.;Abarca, F.L.P.
Molina, M.;Molina, M.
Adams, M.A.;Adams, M.A.
Waggoner, J.;Waggoner, J.
León, K.;León, K.
Peralta, J.A.;Peralta, J.A.
Saad, M.;Saad, M.
Van Der Straeten, D.;Van Der Straeten, D.
Culasso, A.C.A.;Culasso, A.C.A.
Junior, W.B.;Junior, W.B.
Salazar, D.S.;Salazar, D.S.
Cedeno-Mieles, V.;Cedeno-Mieles, V.
Gilces, D.C.V.;Gilces, D.C.V.
Badia, S.;Badia, S.
Gallegos, D.C.;Gallegos, D.C.
Barzola, V.E.;Barzola, V.E.
Sanzogni, L.;Sanzogni, L.
Silva, C.;Silva, C.
Abad, C.L.;Abad, C.L.
Torres, J.;Torres, J.
Soria, X.;Soria, X.
Palma Olate, J.M.;Palma Olate, J.M.
Kortum, M.;Kortum, M.
Hernández-González, S.;Hernández-González, S.
Maya, R.D.;Maya, R.D.
Neira, M.;Neira, M.
De Oliveira, A.M.;De Oliveira, A.M.
Hu, Z.;Hu, Z.
Vaca, C.;Vaca, C.
Guzmán-Real, C.;Guzmán-Real, C.
Mera-Gómez, C.;Mera-Gómez, C.
Romero, J.A.;Romero, J.A.
Flores-Morán, E.;Flores-Morán, E.
Simon Chong Escobar, A.;Simon Chong Escobar, A.
Nolivos, I.;Nolivos, I.
Desiderio, K.;Desiderio, K.
Ullón, H.;Ullón, H.
Ortiz-Rojas, M.;Ortiz-Rojas, M.
Bezemer, C.-P.;Bezemer, C.-P.
Jin, J.;Jin, J.
Shum, S.B.;Shum, S.B.
Kouki, A.;Kouki, A.
Crow, J.J.;Crow, J.J.
Parmar, S.;Parmar, S.
García, V.A.;García, V.A.
Van Echelpoel, W.;Van Echelpoel, W.
Lucas, P.;Lucas, P.
Zuo, L.;Zuo, L.
Siegmund, S.;Siegmund, S.
Mizouni, R.;Mizouni, R.
Encalada, A.;Encalada, A.
Brito, J.;Brito, J.
Rugel, G.M.V.;Rugel, G.M.V.
Vela, E.M.;Vela, E.M.
Revelo, H.V.;Revelo, H.V.
Kumar, N.;Kumar, N.
Del Rosario, E.;Del Rosario, E.
Onkarappa, N.;Onkarappa, N.
Power, T.;Power, T.
Paéz Chávez, J.;Paéz Chávez, J.
Spagnolini, U.;Spagnolini, U.
Calderón, C.;Calderón, C.
Sprock, A.S.;Sprock, A.S.
Frizera, A.;Frizera, A.
Ing, J.;Ing, J.
Mialhe, E.;Mialhe, E.
Añazco, E.V.;Añazco, E.V.
Guevara, P.;Guevara, P.
Manzoni, A.;Manzoni, A.
Diaz, N.;Diaz, N.
Hurel, J.;Hurel, J.
Medina, C.V.;Medina, C.V.
Troussier, N.;Troussier, N.
Alvarez-Alvarado, M.S.;Alvarez-Alvarado, M.S.
Urquizo, J.;Urquizo, J.
Greer, J.;Greer, J.
Botto-Tobar, M.;Botto-Tobar, M.
Molina-Miranda, M.;Molina-Miranda, M.
Vlacic, L.;Vlacic, L.
Stewart, M.;Stewart, M.
Recalde, L.;Recalde, L.
Villegas, P.;Villegas, P.
Wijaya, K.P.;Wijaya, K.P.
Pinto, C.M.A.;Pinto, C.M.A.
Parrales, J.;Parrales, J.
Tome, A.M.;Tome, A.M.
Merceron, A.;Merceron, A.
Omar, N.;Omar, N.
Lock, K.;Lock, K.
Barreto, M.V.S.;Barreto, M.V.S.
Ferrus, R.;Ferrus, R.
Bernal, G.V.S.;Bernal, G.V.S.
Marcillo, K.E.L.;Marcillo, K.E.L.
Pardo, A.;Pardo, A.
Rubini, L.;Rubini, L.
Astudillo, G.;Astudillo, G.
Ilhan, S.;Ilhan, S.
Aragon, H.;Aragon, H.
Ville, S.S.;Ville, S.S.
Astudillo, E.;Astudillo, E.
Vandeputte, B.;Vandeputte, B.
Cobo, M.J.;Cobo, M.J.
San-Lucas, C.;San-Lucas, C.
Alvizu, R.;Alvizu, R.
Hekler, E.B.;Hekler, E.B.
Alonso, S.S.;Alonso, S.S.
Soto, V.;Soto, V.
Akhrif, O.;Akhrif, O.
Díaz, P.;Díaz, P.
Karusala, N.;Karusala, N.
Quimis, M.;Quimis, M.
Nogueira, F.G.;Nogueira, F.G.
Plaza, J.A.;Plaza, J.A.
Richter, A.;Richter, A.
Ortiz, K.;Ortiz, K.
Mayr, C.;Mayr, C.
Plata, W.;Plata, W.
Lopez, S.;Lopez, S.
Lira, I.;Lira, I.
Goethals, P.L.;Goethals, P.L.
Dominguez-Granda, L.E.;Dominguez-Granda, L.E.
Gomez, J.;Gomez, J.
Vintimilla, B.X.;Vintimilla, B.X.
Philips, W.;Philips, W.
Savazzi, S.;Savazzi, S.
Wang, X.;Wang, X.
Fampa, P.;Fampa, P.
Aiello, L.M.;Aiello, L.M.
Freire, J.J.;Freire, J.J.
Son, D.T.;Son, D.T.
Gutiérrez, F.;Gutiérrez, F.
Romero, D.G.;Romero, D.G.
Derntl, M.;Derntl, M.
Pizurica, A.;Pizurica, A.
Bustamante, J.C.;Bustamante, J.C.
Salazar, K.;Salazar, K.
Padilla, V.S.;Padilla, V.S.
Chiluiza, K.;Chiluiza, K.
Barreiro, C.M.M.;Barreiro, C.M.M.
Suarez, P.L.;Suarez, P.L.
Sánchez, Á.;Sánchez, Á.
Fricke, N.;Fricke, N.
Valcke, M.;Valcke, M.
Velasquez, W.;Velasquez, W.
Takano, K.;Takano, K.
Carvajal Ayala, J.A.;Carvajal Ayala, J.A.
Salgado, W.G.;Salgado, W.G.
Puga, H.J.;Puga, H.J.
Cárdenas, W.B.;Cárdenas, W.B.
De Tré, G.;De Tré, G.
Idrovo, R.M.;Idrovo, R.M.
Pincay, J.;Pincay, J.
Soncini-Sessa, R.;Soncini-Sessa, R.
Jiron, M.G.L.;Jiron, M.G.L.
Galindo-Villardón, M.P.;Galindo-Villardón, M.P.
Romero, J.;Romero, J.
Villavicencio, J.;Villavicencio, J.
Ordóñez-Enireb, E.;Ordóñez-Enireb, E.
Castro, R.;Castro, R.
Seabra Lopes, L.;Seabra Lopes, L.
Guerra, J.;Guerra, J.
Jiménez, A.;Jiménez, A.
Bonilla, R.I.;Bonilla, R.I.
Gray, M.L.;Gray, M.L.
Bronselaer, A.;Bronselaer, A.
Dziong, Z.;Dziong, Z.
Bozhko, S.;Bozhko, S.
Merentes, N.;Merentes, N.
Espin-Pazmiño, L.;Espin-Pazmiño, L.
Furdea, A.;Furdea, A.
Páez Chávez, J.;Páez Chávez, J.
Aviles, J.C.;Aviles, J.C.
Loayza, F.;Loayza, F.
Galindo Villardón, M.P.;Galindo Villardón, M.P.
Braeken, A.;Braeken, A.
Gonzalez, A.;Gonzalez, A.
Bauz-Olvera, S.A.;Bauz-Olvera, S.A.
Amaya, J.;Amaya, J.
Ferrús, R.;Ferrús, R.
Verbert, K.;Verbert, K.
Eismann, S.;Eismann, S.
Peña, P.;Peña, P.
Bandyopadhyay, D.;Bandyopadhyay, D.
Anastacio, J.A.R.;Anastacio, J.A.R.
Goode, W.;Goode, W.
Diaz, J.;Diaz, J.
Verticale, G.;Verticale, G.
Castro, D.;Castro, D.
Ochoa, X.;Ochoa, X.
Fernández, M.N.P.;Fernández, M.N.P.
Ordóñez, V.;Ordóñez, V.
Viteri, E.J.;Viteri, E.J.
Roberts, N.;Roberts, N.
Copot, C.;Copot, C.
Jadan, H.I.V.;Jadan, H.I.V.
Martinez-Maldonado, R.;Martinez-Maldonado, R.
O'Ryan, M.;O'Ryan, M.
Barzola-Monteses, J.;Barzola-Monteses, J.
Jennings, L.;Jennings, L.
Ordóñez-Casado, B.;Ordóñez-Casado, B.
Ferrin, A.;Ferrin, A.
Estrada, R.L.;Estrada, R.L.
Sen, R.;Sen, R.
Beltrán-Ayala, E.;Beltrán-Ayala, E.
Torres, M.A.R.;Torres, M.A.R.
Hidasi, B.;Hidasi, B.
Yanez, W.;Yanez, W.
Turco, E.G.L.;Turco, E.G.L.
Flor, H.;Flor, H.
Snoeck, M.;Snoeck, M.
Birbaumer, N.;Birbaumer, N.
D'Amico, M.;D'Amico, M.
De Lourdes Pilay, M.;De Lourdes Pilay, M.
Soekadar, S.R.;Soekadar, S.R.
Solomon, A.;Solomon, A.
Palma O.;Palma O.
Abreu, T.W.M.;Abreu, T.W.M.
Ulloa López, L.P.;Ulloa López, L.P.
Cabezas, M.K.V.;Cabezas, M.K.V.
Jurado, D.;Jurado, D.
Petrova, D.;Petrova, D.
Chalen, T.M.;Chalen, T.M.
Barzola, J.;Barzola, J.
Cortez, D.;Cortez, D.
Akbarinia, A.;Akbarinia, A.
Méndez, G.;Méndez, G.
Eitzen, H.;Eitzen, H.
Perlikowski, P.;Perlikowski, P.
Semanjski, I.;Semanjski, I.
Cabezas, M.V.;Cabezas, M.V.
Ramos, B.;Ramos, B.
De Mol, R.;De Mol, R.
Chalén, M.;Chalén, M.
Coque, S.;Coque, S.
Montani, D.A.;Montani, D.A.
Cevallos, O.;Cevallos, O.
Jaramillo, K.B.;Jaramillo, K.B.
Buestán Benavides, M.;Buestán Benavides, M.
Churchman, M.;Churchman, M.
Ponguillo, R.A.;Ponguillo, R.A.
Van Aelst, S.;Van Aelst, S.
Jojoa, P.;Jojoa, P.
Carlos, M.Á.B.;Carlos, M.Á.B.
Aumala, G.;Aumala, G.
Dramico, M.;Dramico, M.
Bonchi, F.;Bonchi, F.
Rea, F.M.;Rea, F.M.
Montoya, A.;Montoya, A.
Bentahar, J.;Bentahar, J.
Lemos dos Santos, H.;Lemos dos Santos, H.
Hidalgo-Leon, R.;Hidalgo-Leon, R.
Hinrichs, U.;Hinrichs, U.
Gorotiza, J.;Gorotiza, J.
Castillo, G.;Castillo, G.
Martínez-Maldonado, R.;Martínez-Maldonado, R.
Yuan, M.;Yuan, M.
Martínez, A.;Martínez, A.
Kapitaniak, M.;Kapitaniak, M.
Canizares, M.R.;Canizares, M.R.
Vivas-Cortez, M.J.;Vivas-Cortez, M.J.
Velásquez, W.;Velásquez, W.
Parra, D.;Parra, D.
Byun, K.;Byun, K.
Wiercigroch, M.;Wiercigroch, M.
Parra, G.;Parra, G.
Van Landeghem, H.;Van Landeghem, H.
López, C.;López, C.
Rengifo, J.;Rengifo, J.
Castro-Valladares, L.;Castro-Valladares, L.
Otrok, H.;Otrok, H.
Cevallos, J.;Cevallos, J.
Saltos, G.;Saltos, G.
Cocea, M.;Cocea, M.
Buckingham Shum, S.;Buckingham Shum, S.
Ramirez, F.;Ramirez, F.
Pinargote, A.;Pinargote, A.
Aguilera, C.;Aguilera, C.
Ramirez-Aguilera, A.M.;Ramirez-Aguilera, A.M.
Duque-Rivera, J.;Duque-Rivera, J.
Díaz, M.;Díaz, M.
Lara, P.;Lara, P.
Zou, J.;Zou, J.
Karr, A.F.;Karr, A.F.
Lachat, C.;Lachat, C.
Souza, M.;Souza, M.
Mena, L.;Mena, L.
Miño, M.F.;Miño, M.F.
Angulo, C.;Angulo, C.
Gautama, S.;Gautama, S.
Pundir, M.;Pundir, M.
Quito-Avila, D.;Quito-Avila, D.
Stewart-Ibarra, A.M.;Stewart-Ibarra, A.M.
Vergara, C.;Vergara, C.
